# Source,Word,Pronunciation,Part of Speech,Definitions...
od,pseudohypoparathyroidism,ˌsudoˌhaɪpoˌpɛɚˈθaɪrɔɪˌdɪzəm,
od,meningeal,məˈnɪn(d)ʒiɚl,
od,angina,ænˈdʒaɪnə,
od,resonance,ˈrɛzənən(t)s,
od,mesentery,ˈmɛzənˌtɛri,
od,dermatomyositis,ˌdəːmədoˌmaiɚˈsaɪdᵻs,
od,bleed,blid,
od,cardiovascular,ˌkardioˈvæskiɚləː,
od,radiology,ˌrediˈalədʒi,
od,vasculitis,vaskyuˈlʌɪtɪs,
od,ten,tɛn,
od,scaphoid,ˈskæˌfɔɪd,
od,haematopoiesis,ˌhimədoˌpɔɪˈisᵻs,
od,skin,skɪn,
od,recovery,rəˈkʌv(ə)ri,
od,sesamoid,ˈsɛsəˌmɔɪd,
od,signet,ˈsɪɡnᵻt,
od,rete,ˈridi,
od,leveche,lɛˈbɛtʃɛ,
od,retia,ˈridiɚ,
od,cribriform,ˈkrɪbrɪfɔːm,
od,aorta,eˈɔrdə,
od,duplication,ˌdyupləˈkeʃən,
od,channel,ˈtʃæn(ə)l,
od,seronegative,ˌsɪroˈnɛɡədɪv,
od,aneurysm,ˈæniɚˌrɪzəm,
od,oropharynx,ˌɔroˈfɛrɪŋks,
od,neuroenteric,ˌn(j)ʊroənˈtɛrɪk,
od,overload,ˈovəːˌlod,
od,obturator,ˈabt(j)əˌredəː,
od,oriental,ˌɔriˈɛn(t)l,
od,multinodular,ˌmʌltiˈnadʒələː,
od,sacro-coccygeal,ˌsekroˌkakˈsɪdʒiɚl,
od,apparent,əˈpɛɚnt,
od,atoll,ˈæˌtɔl,
od,wilson,ˈwɪls(ə)n,
od,condition,kənˈdɪʃən,
od,recall,rəˈkɔl,
od,nasopharynges,ˌnezofəˈrɪndʒiz,
od,fistula,ˈfɪstʃələ,
od,alpha,ˈælfə,
od,fluoroscopy,flʊˈraskəpi,
od,string,strɪŋ,
od,march,martʃ,
od,optic,ˈaptɪk,
od,appendicitis,əˌpɛndəˈsaɪdᵻs,
od,to,tu,
od,ranula,ˈræniɚlə,
od,adnexa,ædˈnɛksə,
od,ghost,ɡost,
od,accord,əˈkɔrd,
od,tomography,toˈmaɡrəfi,
od,mediastinitis,ˌmidiɚstəˈnaɪdᵻs,
od,zygomycetes,ˌzaɪɡəˌmaɪˈsidiz,
od,echo,ˈɛko,
od,subperiosteal,ˌsʌbˌpɛriˈastiɚl,
od,mr,ˈmɪstəː,
od,leave,liv,
od,carpal,ˈkaːpəl,
od,prostatic,praˈstædɪk,
od,punctate,ˈpʌŋ(k)ˌtet,
od,intervention,ˌɪn(t)əːˈvɛn(t)ʃ(ə)n,
od,thymic,ˈθaɪmɪk,
od,common,ˈkamən,
od,sawst,sɔst,
od,panda,ˈpændə,
od,barrette,bəˈrɛt,
od,masticator,ˈmæstəˌkedəː,
od,regional,ˈridʒ(ə)nəl,
od,report,rəˈpɔrt,
od,waist,west,
od,haemosiderosis,ˌhiməˌsɪdəˈrosəs,
od,paratracheal,ˌpɛɚˈtrekiɚl,
od,epidermoid,ɛpɪˈdəːmɔɪd,
od,cookie,ˈkʊki,
od,intercostal,ˌɪn(t)əːˈkastəl,
od,half,hæf,
od,reversible,rəˈvəːsəb(ə)l,
od,toxic,ˈtaksɪk,
od,middle,ˈmɪd(ə)l,
od,surgery,ˈsəːdʒ(ə)ri,
od,conception,kənˈsɛpʃən,
od,perivascular,ˌpɛɚˈvæskiɚləː,
od,study,ˈstʌdi,
od,cumulative,ˈkyumiɚlədɪv,
od,identical,aɪˈdɛn(t)ək(ə)l,
od,spinnaker,ˈspɪnəkəː,
od,malignancy,məˈlɪɡnən(t)si,
od,cirrhosis,səˈrosəs,
od,mycobacterium,ˌmaɪkoˌbækˈtɪriɚm,
od,gastronome,ˈɡæstrəˌnom,
od,larix,ˈlarɪks,
od,intra-uterine,ˌɪntrəˈyudəːən,
od,far,far,
od,glen,ɡlɛn,
od,ductal,ˈdʌkt(ə)l,
od,pneumonitis,ˌnyuməˈnaɪdᵻs,
od,infection,ᵻnˈfɛkʃən,
od,mastopathy,mæˈstapəθi,
od,left-sided,ˈlɛf(t)ˌsaɪdᵻd,
od,quench,kwɛn(t)ʃ,
od,prognosis,praɡˈnosəs,
od,visceral,ˈvɪs(ə)rəl,
od,anode,ˈænod,
od,sciatic,saɪˈædɪk,
od,arthritis,arˈθraɪdᵻs,
od,acrogenic,ˌækrəˈdʒɛnɪk,
od,dosimetry,doˈsɪmɪtrɪ,
od,longitudinal,ˌlɔndʒəˈtyudənl,
od,compton,ˈkɒm(p)tʌn,
od,cerebro-spinal,səˌribroˈspaɪn(ə)l,
od,pump,pəmp,
od,tracheostomy,ˌtrekiˈastəmi,
od,degeneration,dəˌdʒɛnəˈreʃən,
od,proton,ˈproˌtan,
od,cholesteatoma,kəˌlɛstiɚˈtomə,
od,attenuation,əˌtɛnyuˈeʃən,
od,coat,kot,
od,pneumonia,nəˈmoniɚ,
od,chariot,ˈtʃɛriɚt,
od,adenosis,ˌædnˈnosəs,
od,myxoid,ˈmɪkˌsɔɪd,
od,syndrome,ˈsɪnˌdrom,
od,navicular,nəˈvɪkiɚləː,
od,round,raʊnd,
od,hypogenesis,ˌhaɪpəˈdʒɛnəsəs,
od,apex,ˈeˌpɛks,
od,tiger,ˈtaɪɡəː,
od,fire,ˈfaiɚ,
od,ophthalmopathy,ˌapθə(l)ˈmapəθi,
od,cochlear,ˈkokliɚː,
od,pseudotumour,ˈsudoˌtyuməː,
od,pneumocystis,ˌnyumoˈsɪstᵻs,
od,distress,dəˈstrɛs,
od,mechanism,ˈmɛkəˌnɪzəm,
od,tuberculous,təˈbəːkiɚləs,
od,emesis,ˈɛmɪsɪs,
od,dopa,ˈdopə,
od,malfunction,mælˈfʌŋ(k)ʃən,
od,radiation,ˌrediˈeʃən,
od,wilms,vɪlmz,
od,ballota,bəˈlodə,
od,hydrome,ˈhʌɪdrom,
od,fossae,ˈfɔsi,
od,dementia,dəˈmɛn(t)ʃ(i)ə,
od,gradient,ˈɡrediɚnt,
od,nasopharyngeal,ˌnezofəˈrɪndʒ(i)əl,
od,bead,bid,
od,triquetral,traɪˈkwitrəl,
od,buerger,ˈbəːɡə,
od,axis,ˈæksəs,
od,pulmonary,ˈpʌlməˌnɛri,
od,myocardial,ˌmaɪoˈkardiɚl,
od,variant,ˈvɛriɚnt,
od,leukaemia,luˈkimiɚ,
od,hump,həmp,
od,stool,stul,
od,hydrometer,hʌɪˈdrɒmɪtə,
od,therapy,ˈθɛɚpi,
od,peripharyngeal,ˌpɛɚfəˈrɪndʒ(i)əl,
od,kyphosis,kaɪˈfosəs,
od,tuberculosis,təˌbəːkiɚˈlosəs,
od,odontoid,oˈdanˌtɔɪd,
od,prosthesis,prasˈθisəs,
od,risk,rɪsk,
od,agenesis,eˈdʒɛnəsəs,
od,femur,ˈfiməː,
od,metabolic,ˌmɛdəˈbalɪk,
od,arborescent,aːbəˈrɛsənt,
od,astrocyte,ˈæstrəˌsaɪt,
od,atonal,eˈtonəl,
od,choana,ˈkoənə,
od,chondrosarcoma,ˌkandroˌsarˈkomə,
od,fluid,ˈfluɪd,
od,date,det,
od,left,lɛft,
od,metastases,məˈtæstəsiz,
od,glial,ˈɡliɚl,
od,soap-bubble,ˈsop ˌbʌb(ə)l,
od,filter,ˈfɪltəː,
od,light-bulb,ˈlaɪt ˌbʌlb,
od,background,ˈbækˌɡraʊnd,
od,posterior,paˈstɪriɚː,
od,mammography,mæˈmaɡrəfi,
od,epicardial,ˌɛpəˈkardiɚl,
od,calcaneal,kalˈkeniɚl,
od,adonis,əˈdanəs,
od,paraduodenal,ˌpɛɚˌdyuəˈdin(ə)l,
od,marquis,marˈki,
od,delta,ˈdɛltə,
od,arthropathy,arˈθrapəθi,
od,acute,əˈkyut,
od,anastomotic,əˌnæstəˈmɒtɪk,
od,cuff,kəf,
od,chagal,ˈtʃaːɡəl,
od,medium,ˈmidiɚm,
od,hepatocellular,ˌhɛpədoˈsɛliɚləː,
od,magnetic,mæɡˈnɛdɪk,
od,silicosis,sɪlɪˈkosɪs,
od,hashimoto,ˌhæʃiˈmodo,
od,congenital,kənˈdʒɛnəd(ə)l,
od,sample,ˈsæmp(ə)l,
od,hypertensive,ˌhaɪpəːˈtɛn(t)sɪv,
od,tingle,ˈtɪŋɡ(ə)l,
od,refraction,rəˈfrækʃən,
od,adenoma,ˌædnˈnomə,
od,lobar,ˈloˌbar,
od,central,ˈsɛntrəl,
od,neuromyositis,ˌn(j)ʊroˌmaiɚˈsaɪdᵻs,
od,osteoma,ˌastiˈomə,
od,bosniak,ˈbazniˌæk,
od,emphysematous,ˌɛmfəˈzimədəs,
od,duct,dək(t),
od,mnemonic,nəˈmanɪk,
od,cytotoxic,ˌsaɪdəˈtaksɪk,
od,rectius,ˈrɛktiɚs,
od,football,ˈfʊtˌbɔl,
od,affect,əˈfɛk(t),
od,mucous,ˈmyukəs,
od,pneumatocele,nyuˈmædəˌsil,
od,reflux,ˈriˌflʌks,
od,aida,aɪˈidə,
od,spatial,ˈspeʃ(ə)l,
od,retroperitoneal,ˌrɛtroˌpɛɚtnˈniɚl,
od,microscopic,ˌmaɪkrəˈskapɪk,
od,windblow,ˈwɪn(d)ˌblo,
od,pharyngocele,fəˈrɪŋɡəˌsil,
od,limp,lɪmp,
od,rolando,roˈlændo,
od,bronchiolitis,brɒŋkɪoˈlʌɪtɪs,
od,angiographic,ˌændʒiɚˈɡræfɪk,
od,exposure,ɪkˈspoʒəː,
od,vena,ˈvinə,
od,early,ˈəːli,
od,space,spes,
od,neurenteric,ˌn(j)ʊrənˈtɛrɪk,
od,obturate,ˈabt(j)əˌret,
od,phenomenon,fəˈnaməˌnan,
od,extrarenal,ˌɛkstrəˈrin(ə)l,
od,aortitis,eɔːˈtʌɪtɪs,
od,torticollis,tɔːtɪˈkɒlɪs,
od,correlation,ˌkɔrəˈleʃən,
od,reactive,riˈæktɪv,
od,angle,ˈæŋɡ(ə)l,
od,compression,kəmˈprɛʃən,
od,schmoll,ʃmal,
od,pterygomaxillary,ˌtɛɚɡoˈmæksəˌlɛri,
od,distribution,ˌdɪstrəˈbyuʃən,
od,seminoma,sɛmɪˈnomə,
od,lobular,ˈlabiɚləː,
od,aqueduct,ˈakwəˌdʌk(t),
od,nipple,ˈnɪp(ə)l,
od,urothelial,ˌyurəˈθiliɚl,
od,handle,ˈhændəl,
od,inguinal,ˈɪŋɡwən(ə)l,
od,shin,ʃɪn,
od,diagnosis,ˌdaiɚɡˈnosəs,
od,haemorrhoidal,hɛməˈrɔɪdəl,
od,cava,ˈkavə,
od,arch,artʃ,
od,chloroma,klɒˈromə,
od,amyloid,ˈæmɪlɔɪd,
od,bennet,ˈbɛnət,
od,screening,ˈskrinɪŋ,
od,dehiscent,dɪˈhɪsənt,
od,poland,ˈpolən(d),
od,recess,ˈriˌsɛs,
od,body,ˈbadi,
od,granulomatosis,ˌɡranyuˌloməˈtosɪs,
od,capture,ˈkæp(t)ʃəː,
od,plate,plet,
od,arcuate,ˈaːkyuət,
od,hockey,ˈhaki,
od,bicep,ˈbaɪˌsɛp,
od,antigen,ˈæn(t)ədʒən,
od,jet,dʒɛt,
od,diabetic,ˌdaiɚˈbɛdɪk,
od,conjoin,kənˈdʒɔɪn,
od,oesophagus,əˈsafəɡəs,
od,pylorospasm,paɪˈlɔrəˌspæzəm,
od,intracapsular,ˌɪntrəˈkæps(j)ələː,
od,myelomeningocele,ˌmaiɚloməˈnɪŋɡoˌsil,
od,kidney,ˈkɪdni,
od,compute,kəmˈpyut,
od,transducer,trænzˈdyusəː,
od,monoxide,məˈnakˌsaɪd,
od,porcelain,ˈpɔrs(ə)lən,
od,gist,dʒɪst,
od,fontal,ˈfan(t)l,
od,scatter,ˈskædəː,
od,tether,ˈtɛðəː,
od,multicentric,ˌmʌltiˈsɛntrɪk,
od,pancoast,ˈpænˌkost,
od,tumour,ˈtyuməː,
od,air,ɛɚ,
od,iatrogenic,ʌɪˌatroˈdʒɛnɪk,
od,myometrium,ˌmaɪoˈmitriɚm,
od,thrower,ˈθroəː,
od,butterfly,ˈbʌdəːˌflaɪ,
od,saprophytic,-ˈfɪtɪk,
od,sigmoid,ˈsɪɡˌmɔɪd,
od,urethra,yuˈriθrə,
od,panner,ˈpænəː,
od,swell,swɛl,
od,fag,fæɡ,
od,calculous,ˈkalkyuləs,
od,reverse,rəˈvəːs,
od,clear,kliɚ,
od,retinopathy,ˌrɛtnˈnapəθi,
od,buckle,ˈbʌk(ə)l,
od,leak,lik,
od,tuberculoma,təˌbəːkiɚˈlomə,
od,phyllode,ˈfɪˌlod,
od,invert,ᵻnˈvəːt,
od,base,bes,
od,infantile,ˈɪnfənˌtaɪl,
od,peptic,ˈpɛptɪk,
od,rupture,ˈrʌp(t)ʃəː,
od,wave,wev,
od,stent,stɛnt,
od,recurrent,rəˈkəːənt,
od,lateral,ˈlædəːəl,
od,paediatric,ˌpidiˈætrɪk,
od,osteopetrosis,ˌastiopəˈtrosəs,
od,hyperphosphataemia,ˌhaɪpəːˌfasfəˈtimiɚ,
od,abdomen,ˈæbdəmən,
od,perfusion,pəːˈfyuʒ(ə)n,
od,return,rəˈtəːn,
od,fournier,ˈfʊɚnɪe,
od,myositis,ˌmaɪoˈsaɪdᵻs,
od,laryngeal,ləˈrɪndʒ(i)əl,
od,heat,hit,
od,cholestatic,ˌkoləˈstædɪk,
od,ureteritis,ˌyurədəˈraɪdᵻs,
od,radiographic,ˌrediɚˈɡræfɪk,
od,descend,dəˈsɛnd,
od,hyperparathyroidism,ˌhaɪpəːˌpɛɚˈθaɪrɔɪˌdɪzəm,
od,branchial,ˈbræŋkiɚl,
od,membrane,ˈmɛmˌbren,
od,relapse,rəˈlæps,
od,transformation,ˌtræn(t)sfəːˈmeʃən,
od,phlegmon,ˈflɛɡˌman,
od,sclerosis,skləˈrosəs,
od,breastfeeding,ˈbrɛs(t)ˌfidɪŋ,
od,osteochondral,ˌastioˈkandrəl,
od,non-luminous,ˌnanˈlumənəs,
od,intracardiac,ˌɪntrəˈkardiˌæk,
od,malformation,ˌmælfɔrˈmeʃən,
od,scleroderma,skliɚːoˈdəːmə,
od,torcular,ˈtɔːkyulə,
od,inferior,ᵻnˈfɪriɚː,
od,satchel,ˈsætʃ(ə)l,
od,quadrigeminal,ˌkwadrəˈdʒɛmən(ə)l,
od,perch,pəːtʃ,
od,pericardium,ˌpɛɚˈkardiɚm,
od,monoamniotic,ˌmanoˌæmniˈadɪk,
od,fibro-cystic,ˌfaɪbrəˈsɪstɪk,
od,finger,ˈfɪŋɡəː,
od,cerebellar,ˌsɛɚˈbɛləː,
od,biceps,ˈbaɪˌsɛps,
od,abuse,əˈbyus,
od,absorption,əbˈzɔrpʃən,
od,balao,bəˈlaʊ,
od,iliac,ˈɪliˌæk,
od,bony,ˈboni,
od,coeliac,ˈsiːlɪak,
od,basal,ˈbes(ə)l,
od,fallopian,fəˈlopiɚn,
od,fibroid,ˈfaɪˌbrɔɪd,
od,shish,ʃɪʃ,
od,device,dəˈvaɪs,
od,upper,ˈʌpəː,
od,diaschisis,dʌɪˈaskɪsɪs,
od,urachal,ˈyurək(ə)l,
od,epiphyseal,ɛpɪˈfɪziɚl,
od,orbit,ˈɔrbət,
od,connection,kəˈnɛkʃən,
od,siderosis,ˌsɪdəˈrosəs,
od,window,ˈwɪndo,
od,mimic,ˈmɪmɪk,
od,dural,ˈdyuəːəl,
od,ischaemia,ɪsˈkimiɚ,
od,nephropathy,nəˈfrapəθi,
od,occlusion,əˈkluʒ(ə)n,
od,neoplasm,ˈniɚˌplæzəm,
od,bump,bəmp,
od,concentric,kənˈsɛntrɪk,
od,scar,skar,
od,vocal,ˈvok(ə)l,
od,anomalous,əˈnamələs,
od,transposition,ˌtræn(t)spəˈzɪʃən,
od,pain,pen,
od,quadrilateral,ˌkwadrəˈlædəː(ə)l,
od,grizzle,ˈɡrɪz(ə)l,
od,frequency,ˈfrikwən(t)si,
od,urography,yuˈrɒɡrʌfi,
od,monocystic,ˌmanəˈsɪstɪk,
od,old-nick,ˌol(d) ˈnɪk,
od,dissection,dəˈsɛkʃən,
od,tee,ti,
od,stage,stedʒ,
od,thromboembolic,ˌθramboˌɛmˈbalɪk,
od,serous,ˈsɪrəs,
od,dna,ˌdiˌɛnˈne,
od,dysplastic,dɪˈsplastɪk,
od,single,ˈsɪŋɡ(ə)l,
od,entrapment,ᵻnˈtræpmənt,
od,therapeutic,ˌθɛɚˈpyudɪk,
od,tamoxifen,təˈmɒksɪfɛn,
od,ball,bɔl,
od,bunch,bən(t)ʃ,
od,plateaux,plæˈto,
od,neurogenic,ˌn(j)ʊroˈdʒɛnɪk,
od,osteoclastoma,ˌastioˌklæˈstomə,
od,pregnancy,ˈprɛɡnən(t)si,
od,pip,pɪp,
od,lyriform,ˈlʌiɚːɪfɔːm,
od,fibro-vascular,ˌfaɪbroˈvæskiɚləː,
od,sawest,ˈsɔᵻst,
od,periostitis,ˌpɛriˌasˈtaɪdᵻs,
od,ivy,ˈaɪvi,
od,thalassaemia,θaləˈsiːmiɚ,
od,bubble,ˈbʌb(ə)l,
od,adventitial,ˌædˌvɛnˈtɪʃəl,
od,heart,hart,
od,poisoning,ˈpɔɪzn̩ɪŋ,
od,callosal,kəˈlos(ə)l,
od,musculoskeletal,ˌmʌskiɚloˈskɛlədl,
od,concern,kənˈsəːn,
od,petrous,ˈpɛtrəs,
od,protocol,ˈprodəˌkɔl,
od,pseudocyst,ˈsudoˌsɪst,
od,children,ˈtʃɪldr(ə)n,
od,torch,tɔrtʃ,
od,hypersensitivity,ˌhaɪpəːˌsɛn(t)səˈtɪvᵻdi,
od,hyperplasia,ˌhaɪpəːˈpleʒ(i)ə,
od,apgar,ˈapɡə,
od,dominant,ˈdamənənt,
od,humeral,ˈhyuməːəl,
od,saccular,ˈsakyulə,
od,neonate,ˈniɚˌnet,
od,regurgitation,rəˌɡəːdʒəˈteʃən,
od,factor,ˈfæktəː,
od,adrenal,əˈdrin(ə)l,
od,monochorionic,ˌmanəˌkoriˈanɪk,
od,triplane,ˈtraɪˌplen,
od,pulvinar,pəlˈvaɪnəː,
od,precardiac,priˈkardiˌæk,
od,labrum,ˈlebrəm,
od,galaxy,ˈɡæləksi,
od,baker,ˈbekəː,
od,life,laɪf,
od,capital,ˈkæpədl,
od,sleeve,sliv,
od,adenopathy,ˌædnˈnapəθi,
od,benison,ˈbɛnɪsən,
od,ileal,ˈɪliɚl,
od,intramural,ˌɪntrəˈmyurəl,
od,twin,twɪn,
od,bihari,bɪˈhaːri,
od,exostosis,ɛksɒˈstosɪs,
od,hereditary,həˈrɛdəˌtɛri,
od,equivalent,əˈkwɪv(ə)lənt,
od,mallet,ˈmælət,
od,duodenal,ˌdyuəˈdin(ə)l,
od,jersey,ˈdʒəːzi,
od,rosary,ˈroz(ə)ri,
od,au-fond,o ˈfɒ̃,
od,acquire,əˈkwaiɚ,
od,pancreas,ˈpæŋkriɚs,
od,biparietal,ˌbʌɪpəˈrʌɪɪtəl,
od,neuritis,n(j)ʊˈraɪdᵻs,
od,transient,ˈtræn(t)ʃənt,
od,sarcoma,sarˈkomə,
od,blastema,blaˈstiːmə,
od,retinoblastoma,ˌrɛtn̩oˌblæˈstomə,
od,nephroid,ˈnɛˌfrɔɪd,
od,fat,fæt,
od,allision,əˈlɪʒ(ə)n,
od,vagina,vəˈdʒaɪnə,
od,luteal,ˈludiɚl,
od,postmenopausal,ˌpos(t)ˌmɛnəˈpɔzl,
od,chance,tʃæn(t)s,
od,rubidium,ruˈbɪdiɚm,
od,scrotal,ˈskrotəl,
od,prosthetic,prasˈθɛdɪk,
od,erosion,əˈroʒ(ə)n,
od,kebab,kəˈbab,
od,sinus,ˈsaɪnəs,
od,broncho-pulmonary,ˌbraŋkoˈpʌlməˌnɛri,
od,deep,dip,
od,haemochromatosis,ˌhiməˌkroməˈtosəs,
od,of,əv,
od,multilocular,ˌmʌltiˈlakiɚləː,
od,cephalocele,ˈsɛfələˌsil,
od,immunocompromised,ˌɪmiɚnoˈkamprəˌmaɪzd,
od,superdense,ˌsupəːˈdɛn(t)s,
od,subclavian,ˌsʌbˈkleviɚn,
od,bundle,ˈbʌnd(ə)l,
od,carcinoma,ˌkarsəˈnomə,
od,internal,ᵻnˈtəːnəl,
od,perilymphatic,ˌpɛɚlɪmˈfædɪk,
od,myelofibrosis,ˌmaiɚloˌfaɪˈbrosəs,
od,complicate,ˈkampləˌket,
od,helicobacter,ˈhɛləkəˌbæktəː,
od,eggshell,ˈɛɡˌʃɛl,
od,from,frəm,
od,divisor,dɪˈvʌɪzə,
od,mesothelioma,ˌmɛzoˌθiliˈomə,
od,desmoid,ˈdɛsmɔɪd,
od,enlarge,ᵻnˈlardʒ,
od,bronchiectasis,ˌbrɒŋkɪˈɛktəsɪs,
od,pyelonephritis,ˌpaɪlonəˈfraɪdəs,
od,product,ˈpraˌdʌk(t),
od,kangaroo,ˌkæŋɡəˈru,
od,corkscrew,ˈkɔrkˌskru,
od,scan,skæn,
od,sequestration,siːkwɛˈstreʃən,
od,matrix,ˈmetrɪks,
od,osteochondrosis,ˌastioˌkanˈdrosəs,
od,rib,rɪb,
od,tissue,ˈtɪʃu,
od,prosencephalon,ˌprasnˈsɛfəˌlan,
od,hirschsprung,ˈhiɚʃprʊŋ,
od,mucopolysaccharidoses,ˌmyukoˌpaliˌsækəˌraɪˈdosiz,
od,infiltration,ˌɪnfɪlˈtreʃən,
od,delay,dəˈle,
od,ear,iɚ,
od,skull,skəl,
od,gastritis,ɡæˈstraɪdᵻs,
od,total,ˈtod(ə)l,
od,haematosalpinx,ˌhimədoˈsælˌpɪŋ(k)s,
od,undifferentiated,ˌʌnˌdɪfəˈrɛnʃiˌedᵻd,
od,pattern,ˈpædəːn,
od,perforation,ˌpəːfəˈreʃən,
od,flexion,ˈflɛkʃən,
od,mouth,maʊθ,
od,oncogenic,ˌɔnkoˈdʒɛnɪk,
od,infarction,ᵻnˈfarkʃən,
od,embryonal,ɛmˈbraiɚn(ə)l,
od,myeloma,ˌmaiɚˈlomə,
od,matrices,ˈmetrəˌsiz,
od,mucoepidermoid,ˌmyukoˌɛpəˈdəːˌmɔɪd,
od,oncologic,ˌankoˈladʒɪk,
od,heal,hil,
od,subcortical,ˌsʌbˈkɔrdək(ə)l,
od,lumbar,ˈlʌmˌbar,
od,axillary,ækˈsɪləːi,
od,transfusion,ˌtræn(t)sˈfyuʒən,
od,aspirate,ˈæspəˌret,
od,placentation,ˌplæs(ə)nˈteʃən,
od,candida,ˈkændɪdə,
od,synovial,səˈnoviɚl,
od,otitis,oˈtaɪdᵻs,
od,epiglottitis,ˌɛpɪɡlɒˈtʌɪtɪs,
od,barrow,ˈbɛro,
od,decay,dəˈke,
od,reduction,rəˈdʌkʃən,
od,intracranial,ˌɪntrəˈkreniɚl,
od,polyarteritis,ˌpaliˌardəˈraɪdᵻs,
od,canal,kəˈnæl,
od,wernicke,ˈvəːnɪkə,
od,damage,ˈdæmɪdʒ,
od,croup,krup,
od,category,ˈkædəˌɡɔri,
od,subtype,ˈsʌbˌtaɪp,
od,cavernous,ˈkævəːnəs,
od,lymphatic,lɪmˈfædɪk,
od,mesenchymal,mɛˈzɛŋkəm(ə)l,
od,spondylolysis,spɒndɪˈlɒlɪsɪs,
od,arachnoiditis,əˌrækˌnɔɪˈdaɪdᵻs,
od,hiatal,hʌɪˈetəl,
od,aspergillus,ˌæspəːˈdʒɪləs,
od,nephrocalcinosis,ˌnɛfroˌkælsəˈnosəs,
od,brain,bren,
